"Venue","Review Rating","Sentence","ContextIndependence","FactoidType"
,,"Granted, many of the core aspects I liked are still there: great tea selection, free wi-fi, comfy and inviting atmosphere... upstairs.",FALSE,"fact :: practical"
,,"When the owner decided to add ""the Wine Spot"" in the basement, the writer friendliness of the place started to go downhill.",FALSE,"judgement"
,,"One of the best things about the Tea Spot before was that they had many seats on both levels so that people could park and sip and write.",TRUE,"fact :: practical"
,,"Now laptop luggers have to clear out of the downstairs area in the evenings to make way for the wine and cheese bar.",FALSE,"(none)"
,,"In fact, they may not even allow us down there at all, anymore.",FALSE,"(none)"
,,"With half the seating gone, it's not easy to find a place upstairs to sit.",FALSE,"(none)"
,,"And even if I weren't trying to get some writing done, I don't necessarily want to sit and chill in a wine bar, I want to sit and chill in a tea cafe.",FALSE,"judgement"
,,"On a sidenote: the waiter they have downstairs is kind of annoying.",FALSE,"(none)"
,,"I can't put my finger on it, but something about his snark, the way he always appears to be hovering over you (he's not, really, as he has no place to stand since the place is so damn tiny), and the way he tries to be part of your conversation but is too awkward or clueless to really even get what you're talking about.",FALSE,"judgement"
,,"It just doesn't leave a good impression.",FALSE,"(none)"
,,"Anyway, back to the tea part.",FALSE,"(none)"
,,"I am also not happy they raised their prices.",FALSE,"fact :: practical :: alert"
,,"I was okay with them before, but given everything else that's changed I don't feel the tea is worth all that much more.",FALSE,"judgement"
,,"It's sad, because I used to really love this place.",FALSE,"(none)"
,,"I am still fond of the one barista who totally knew me, always had a smile, was helpful, and missed me when I didn't come in for long stretches of time.",FALSE,"(none)"
,,"I wish I could bring her to my new favorite tea place so I could keep everything I loved about the Tea Spot.",FALSE,"(none)"
"#Golden Steamer",0.80,"Ah well, life goes on.",FALSE,"(none)"
,,"This is a great cafe.",TRUE,"judgement :: positive"
,,"Not only do they have a lot of teas, which are wonderful, they also have good treats for ok prices.",TRUE,"judgement :: positive"
,,"Any tea they have can be an iced or frozen tea, too.",TRUE,"fact :: practical"
,,"This place is great in both summer and winter.",TRUE,"judgement :: positive"
,,"Others have complained about the prices, but I don't know what they're comparing it to.",FALSE,"(none)"
,,"A pot of tea for two is under $5 and nets 4 cups.",TRUE,"fact :: practical"
,,"And that's with any tea in the place.",FALSE,"(none)"
,,"Iced is only $3.",TRUE,"fact :: practical"
,,"Plus, you can get any tea to take home at pretty good prices.",TRUE,"judgement :: positive"
"#Cocoron",1.00,"Next to Lipton it's quite a bit, but this stuff is SO much better than Lipton (or any other bagged tea).",TRUE,"fact :: practical"
"#Cocoron",0.80,"The people who work here are awesome.",TRUE,"judgement :: positive"
,,"Always friendly and outgoing, always willing to make suggestions and get you to try something new.",TRUE,"judgement :: positive"
,,"If you make an effort to talk to them and become friendly, they'll go out of their way to make you happy.",FALSE,"(none)"
,,"Also, they're completely fine with people sitting for a long time.",FALSE,"fact :: practical"
,,"I found this to be true during the summer when the NYU kids weren't around.",FALSE,"(none)"
,,"During the semesters there are more people.",TRUE,"fact :: practical"
,,"They are a business, after all, and I can't blame them for wanting people who've only bought one thing to not stay all day.",FALSE,"(none)"
,,"Be polite and buy equivalent to the length of your stay.",TRUE,"fact :: practical :: advice"
,,"Become a regular and you'll be able to sit for longer without anyone looking askance at you.",FALSE,"fact :: practical :: advice"
,,"They know the value of keeping good customers.",TRUE,"judgement :: positive"
,,"For Writers: Free WiFi, which is always a virtue.",TRUE,"fact :: practical"
,,"There's lots of seating upstairs and down, so plenty of places for individuals or groups to gather and write.",TRUE,"fact :: practical"
,,"If you go to the lower level, just know there are only outlets on the wall near the stairs.",FALSE,"fact :: practical :: alert"
,,"So plan accordingly (some bring extention cords).",FALSE,"fact :: practical :: advice"
,,"This place proportionally, has as much tea as it has seating.",TRUE,"judgement"
,,"Actually, on second thought, I think it has more tea.",FALSE,"(none)"
,,"And so I am a hard core idiot for ordering a latte, imagining a sweet, steaming cup of java and then receiving the shock of my life when it is most definitely, not coffee but surprise, surprise...TEA.",FALSE,"(none)"
,,"Otherwise, this obscure place is like a jewel on MacDougal.",FALSE,"judgement :: positive"
,,"Their dessert was very good; my friend and I shared a pumpkin tart.",FALSE,"judgement :: positive"
,,"And that tart was amazing considering that pumpkin is out of season now...Around four dollars for dessert and five for tea.",FALSE,"fact :: practical"
,,"Go for the tea (obviously) and a pleasant atmosphere.",TRUE,"fact :: practical :: advice"
,,"It was kind of strange, actually.",FALSE,"(none)"
,,"While it felt 'New York,' on another level it was very 'New Englandish.'",TRUE,"fact :: practical"
"Tatiana Restaurant & Nightclub",0.75,"Anyways, plenty of seating (upstairs, not so much, but there's also a downstairs).",FALSE,"fact :: practical"
"Eleven Madison Park",0.90,"Continuing on my quest to find superb loose leaf tea in NYC, my buddy ""Queezy"" and I found Tea Spot online and decided to go in.",FALSE,"fact :: practical"
"A Voce",0.80,"We didn't read any reviews or comments and just wanted to see if it had what we were craving....a great cup of Dragon Well, Silver Needle, 1st and 2nd Flushes Darjeeling, a superb and fruity cup of Ceylon, the tastiest and greenest Gyokuro - I mean this wasn't too much to ask right?",FALSE,"fact :: practical"
"Tony’s Di Napoli",0.80,"Here's one note about tea houses or cafe's or salons on the East Coast - they might offer great atmosphere, but they sorely lack in knowledge and quality of loose leaf (Reviews of Cha An, T Salon, Sanctuary Tea, Teany and more coming up) But first, Tea Spot.",FALSE,"(none)"
"Tony’s Di Napoli",0.80,"Walking in to Tea Spot, I liked the fact that it was as tight space, the chairs were high, the colors were dark solids and the lighting was likened to a bar after last call.",FALSE,"judgement :: positive"
,,"For some reason I was digging the vibe.",FALSE,"(none)"
,,"It wasn't busy, as me and Q hit up places on off-hours on purpose.",FALSE,"(none)"
,,"The reason being we're searching for quality of the leaf, the service is secondary as we're not looking for a meal or snack even, just a sensuous cup of tea to share, to talk about, or to savor by one's self over an unforgettable book.",FALSE,"(none)"
,,"We arrived at the counter, there was a cute tea-barista girl who greeted us.",FALSE,"fact :: practical"
,,"Q brought me here because he was intrigued from getting their Iced Dragon Well the time before.",FALSE,"fact :: practical"
,,"For tea connoisseurs-that's intriguing, for non-tea-connoisseurs, iced Dragon Well means squat.",FALSE,"(none)"
,,"So I was thinking they had a giant, brilliant selection of traditional teas of high quality.",FALSE,"fact :: practical"
,,"But I quickly realized that they specialized in blends and flavored teas with crazy names in giant tins behind the counter where they promptly opened and fanned the aroma.",FALSE,"fact :: practical"
,,"They also had traditional loose leaf, but clearly, the target audience are people who want a place to go online, read a book, hang out with a friend but didn't know much about tea.",TRUE,"fact :: practical"
,,"They basically had everything I wanted but without a key ingredient - the perfect ""two leaves and a bud"" which I longed for.",FALSE,"(none)"
"#Graham Avenue Meats And Deli",1.00,"Maybe I'm asking for too much.",FALSE,"(none)"
"#12 Corners",1.00,"Q ordered a flavored iced tea (I didn't bother to find out the name because I assumed it will be fruity, slightly sweet, cold, and enjoyable, and it was...but that wasn't going to satisfy me today.)",FALSE,"fact :: practical"
,,"I scanned the menu...which was typed out on a plain paper-something that fits the decor of the place, but probably wouldn't fly in other tea houses.",FALSE,"(none)"
,,"One note on the ice tea-it was absolutely fascinating how they made it, they used a specialized tea-espresso machine. they put the leaves into the filter and then placed a cup with ice underneath, and voila!",TRUE,"fact :: practical"
,,"Instant ice tea, I don't know what you call that, but it was truly cool to watch.",FALSE,"(none)"
,,"I guess that's how they made the iced Dragon Well that Q liked so much last time.",FALSE,"(none)"
,,"Anyways we decided to share a pot of Silver Needle.",FALSE,"fact :: practical"
,,"I knew it wasn't going to be anything comparable to the tea quality out west, but nonetheless I'm here and who knows, the $5 dollar pot of Silver Needle could be a surprise.",FALSE,"fact :: practical"
,,"Me and Q grabbed a booth and high chair next to the window.",FALSE,"(none)"
"#Lula’s Sweet Apothecary",1.00,"I can definitely see myself coming here if I went to NYU to come study, or just hang out with a friend, or meet up with a date.",FALSE,"fact :: practical"
"#Lula’s Sweet Apothecary",0.80,"We receive the pot of tea in a large single color ceramic pot.",FALSE,"(none)"
,,"I was impressed that somewhat resembled a decent silver needle.",FALSE,"judgement :: positive"
,,"The girl behind the counter was really nice, and told us that we could re-steep when we were ready.",FALSE,"judgement :: positive"
,,"The flavor was what I expected from a $5 pot of silver needle, a little stale, not much sweetness, a little over-brewed.",FALSE,"fact :: practical"
,,"But nonetheless, we were enjoying ourselves in this cozy place.",FALSE,"judgement :: positive"
,,"Not to mention it was the ""almost gonna rain but not just raining"" whether, too bad Q wasn't a girl, or it woulda been pretty romantic.",FALSE,"(none)"
,,"We finished the pot and decided what the heck, let's go for a second infusion-let's see what this Silver Needle's got.",FALSE,"(none)"
"#Tea Drunk",0.80,"The second infusion was not as good as the first, but it still had a little flavor, more than what I expected so I was satisfied.",FALSE,"judgement :: positive"
,,"As far as the tea itself goes, I'll take a pass, however it is very inexpensive.",FALSE,"fact :: practical"
,,"But as tea drinkers know, we'd rather pay for quality than quantity any day.",FALSE,"judgement"
,,"I would def return here if I was in the area, mostly for the atmosphere, the friendly service and value, but it's not the first place I think of if I want quality tea.",FALSE,"fact :: practical :: advice"
,,"Huge selection of teas, knowledgeable staff, decent prices (if you get the pot) - love this place!",FALSE,"judgement :: positive"
